NODE	Virus	Class	Order 	Family
NODE_A16_length_5589_cov_37.025399_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A7205_length_752_cov_8.365926_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A584_length_813_cov_3.380435_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A384_length_819_cov_4.606469_S34	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A339_length_943_cov_2.698614_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4719_length_666_cov_3.837012_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A22_length_2640_cov_45.970347_S34	eukaryotic_virus	Arfiviricetes	Cirlivirales	Circoviridae
NODE_A136_length_1414_cov_3.210920_S40	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1100_length_503_cov_2.161972_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2485_length_1243_cov_4.585763_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A665_length_629_cov_3.747875_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A7520_length_580_cov_5.141153_S5	eukaryotic_virus	Revtraviricetes	Ortervirales	Retroviridae
NODE_A95_length_2322_cov_30.954566_S20	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1441_length_599_cov_2.978927_S24	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A167_length_1509_cov_10.117318_S6	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2052_length_601_cov_4.620229_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A335_length_1133_cov_4.483902_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2659_length_567_cov_4.542857_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A561_length_685_cov_2.157895_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A209_length_1853_cov_16.279279_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A469_length_890_cov_7.761378_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B1_length_21906_cov_24.206606_S47	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A394_length_821_cov_6.979839_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A45_length_3450_cov_8.683664_S9	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A310_length_948_cov_2.804822_S20	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A55_length_3861_cov_14.739429_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A876_length_699_cov_9.210611_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A163_length_528_cov_6.558758_S13	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A623_length_1115_cov_2.554913_S44	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A175_length_1656_cov_5.534516_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_C6_length_4216_cov_23.041073_S5	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A228_length_1364_cov_5.175602_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A404_length_811_cov_2.192098_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A153_length_1491_cov_6.013437_S43	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A68_length_2889_cov_16.209459_S49	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A104_length_2481_cov_7.644759_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1366_length_560_cov_3.279503_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3_length_38619_cov_21.645945_S43	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A154_length_1551_cov_3.760516_S6	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A350_length_932_cov_15.032749_NC3	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A222_length_1120_cov_2.487057_S24	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A166_length_2046_cov_21.819198_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3240_length_542_cov_2.754839_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A28_length_3788_cov_94.343304_S32	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A59_length_3484_cov_34.223951_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10319_length_746_cov_3.910314_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A19_length_2820_cov_5.025884_S13	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1132_length_686_cov_4.367816_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A9570_length_517_cov_6.143182_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A132_length_1643_cov_11.819923_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A193_length_1152_cov_15.954419_NC3	eukaryotic_virus	Arfiviricetes	Mulpavirales	Nanoviridae
NODE_A588_length_811_cov_9.441417_NC3	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A2552_length_573_cov_1.959677_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A80_length_2657_cov_4.931008_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A122_length_5476_cov_19.762363_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A659_length_689_cov_2.705882_S34	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A2260_length_588_cov_2.690802_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A445_length_1403_cov_2.761689_S10	eukaryotic_virus	Caudoviricetes	Unclassified	Drexlerviridae
NODE_A840_length_1366_cov_11.031032_S14	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A6_length_12400_cov_19.240769_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B17_length_3454_cov_14.052710_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2232_length_509_cov_5.722222_S24	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A859_length_735_cov_2.844985_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A6362_length_686_cov_3.960591_S18	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A365_length_966_cov_2.651294_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A1560_length_1494_cov_10.881440_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A276_length_3848_cov_28.462212_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A8_length_16408_cov_27.842998_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A120_length_1341_cov_6.507120_NC3	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A19_length_15062_cov_28.649183_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B417_length_606_cov_6.272212_NC1	eukaryotic_virus	Papovaviricetes	Zurhausenvirales	Papillomaviridae
NODE_A47_length_2657_cov_9.316279_S23	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A189_length_1190_cov_3.931716_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A41_length_4393_cov_35.842910_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_C4_length_7184_cov_17.621078_S8	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A497_length_860_cov_3.522350_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1420_length_654_cov_5.221837_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A24_length_2538_cov_3.922389_S41	phage	Caudoviricetes	Unclassified	Schitoviridae
NODE_A222_length_1270_cov_14.261526_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3_length_55471_cov_63.532260_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A345_length_1113_cov_6.569498_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A5069_length_652_cov_2.986087_S14	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A24_length_2458_cov_6.516170_S13	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B279_length_764_cov_2.676856_S5	eukaryotic_virus	Revtraviricetes	Ortervirales	Retroviridae
NODE_A305_length_903_cov_1.955206_S43	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A81_length_3043_cov_29.914363_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4330_length_962_cov_2.299435_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1287_length_569_cov_3.918699_S34	phage	Caudoviricetes	Unclassified	Autographiviridae
NODE_A200_length_1288_cov_9.290669_S26	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4694_length_745_cov_3.181138_S18	eukaryotic_virus	Pisoniviricetes	Picornavirales	Dicistroviridae
NODE_A350_length_769_cov_1.828035_S40	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3117_length_547_cov_5.229787_NC3	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A4504_length_502_cov_1.204706_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A76_length_2899_cov_6.490432_S14	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1546_length_641_cov_6.015957_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A9963_length_635_cov_4.663082_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A168_length_1699_cov_4.268187_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A228_length_1455_cov_1.906386_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A448_length_865_cov_12.725888_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1424_length_653_cov_10.380208_NC3	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A601_length_2770_cov_9.247308_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A55_length_2482_cov_5.231185_S23	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A68_length_1718_cov_8.415600_S34	eukaryotic_virus	Arfiviricetes	Cirlivirales	Circoviridae
NODE_A1674_length_555_cov_2.322176_S48	eukaryotic_virus	Duplopiviricetes	Durnavirales	Partitiviridae
NODE_A42_length_4379_cov_16.947931_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1248_length_720_cov_14.060653_S21	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2_length_29617_cov_204.370379_S45	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A6150_length_815_cov_3.571816_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A17_length_2649_cov_8.593701_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A933_length_721_cov_2.274845_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A7270_length_661_cov_9.493151_S18	eukaryotic_virus	Revtraviricetes	Ortervirales	Retroviridae
NODE_A3667_length_526_cov_2.775056_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A420_length_976_cov_6.750834_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A232_length_1521_cov_7.367729_S44	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A8_length_4491_cov_17.287494_S36	eukaryotic_virus	Alsuviricetes	Martellivirales	Endornaviridae
NODE_A219_length_1277_cov_6.210833_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A201_length_1525_cov_4.209945_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A47_length_2234_cov_49.225777_S42	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A57_length_3776_cov_32.290889_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1762_length_525_cov_8.558036_S34	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_C12_length_1813_cov_11.448157_S12	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A235_length_1072_cov_2.986935_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3_length_19677_cov_37.362653_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A112_length_1840_cov_4.354509_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A99_length_2285_cov_13.719656_S49	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2805_length_797_cov_10.000000_S10	phage	Leviviricetes	Unclassified	Unclassified
NODE_A316_length_1585_cov_9.895225_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2286_length_586_cov_6.119843_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1590_length_638_cov_1.395722_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A18860_length_518_cov_7.034014_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1576_length_971_cov_3.938479_S5	phage	Caudoviricetes	Unclassified	Autographiviridae
NODE_A401_length_815_cov_2.783198_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A62_length_3586_cov_31.310345_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A118_length_1349_cov_3.889937_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A520_length_1625_cov_3.394057_S14	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A15345_length_504_cov_9.011710_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2704_length_565_cov_2.700820_NC3	phage	Caudoviricetes	Unclassified	Straboviridae
NODE_A1534_length_587_cov_9.690196_S24	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10880_length_606_cov_6.317580_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A123_length_1692_cov_81.333127_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A208_length_1081_cov_12.076693_S34	eukaryotic_virus	Tolucaviricetes	Tolivirales	Tombusviridae
NODE_A1491_length_547_cov_2.689362_S34	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A4360_length_505_cov_3.142523_NC3	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A840_length_646_cov_1.940246_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A42_length_4473_cov_28.587352_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1634_length_633_cov_2.345324_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4561_length_500_cov_2.702128_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A508_length_722_cov_3.936434_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4527_length_501_cov_2.945755_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A184_length_1363_cov_10.667963_S26	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A556_length_2583_cov_13.788109_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A67_length_2174_cov_10.475918_S23	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2152_length_501_cov_5.415094_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4150_length_696_cov_8.491115_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A56_length_1151_cov_8.602421_S13	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A275_length_3880_cov_7.534841_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10498_length_618_cov_5.184843_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1769_length_525_cov_5.037946_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A131_length_1645_cov_11.533801_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A23_length_5325_cov_23.761242_S33	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A172_length_4632_cov_25.556751_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1_length_30818_cov_47.053284_S9	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B5_length_5275_cov_16.018661_S6	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A315_length_887_cov_15.238272_S34	eukaryotic_virus	Arfiviricetes	Mulpavirales	Nanoviridae
NODE_A77_length_2134_cov_37.584832_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A152_length_1337_cov_4.117460_S32	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A377_length_868_cov_7.841972_S33	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A55_length_2609_cov_22.133096_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A476_length_879_cov_7.168329_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2023_length_604_cov_2.214421_NC3	phage	Caudoviricetes	Crassvirales	Unclassified
NODE_A1139_length_691_cov_12.387622_S4	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1373_length_1001_cov_2.611472_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A13685_length_550_cov_1.784355_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A7821_length_870_cov_10.322825_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A581_length_821_cov_3.202957_S24	phage	Caudoviricetes	Unclassified	Schitoviridae
NODE_A2187_length_592_cov_11.625243_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A22_length_12968_cov_17.381972_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3673_length_525_cov_9.484375_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1228_length_575_cov_2.728916_S34	phage	Malgrandaviricetes	Petitvirales	Microviridae
NODE_A121_length_1480_cov_3.186030_S40	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A147_length_2201_cov_14.942561_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A225_length_1033_cov_6.427824_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A781_length_637_cov_4.639286_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A857_length_642_cov_2.376991_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A15247_length_506_cov_4.258741_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A16_length_15981_cov_23.258866_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B1_length_48305_cov_699.897238_S26	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2257_length_516_cov_3.141230_S48	eukaryotic_virus	Revtraviricetes	Ortervirales	Retroviridae
NODE_A4026_length_515_cov_1.586758_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A89_length_1541_cov_6.433743_S41	phage	Caudoviricetes	Unclassified	Schitoviridae
NODE_A4238_length_625_cov_2.571168_S9	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A914_length_723_cov_8.356037_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A24_length_3745_cov_29.254089_S42	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A743_length_2030_cov_12.047619_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A420_length_958_cov_6.547106_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A8_length_33517_cov_30.916477_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1967_length_512_cov_1.597701_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10857_length_725_cov_1.408951_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1655_length_631_cov_3.980144_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A23_length_4578_cov_12.783159_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A694_length_780_cov_4.415363_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A389_length_895_cov_7.567237_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2256_length_588_cov_3.180039_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B20_length_3532_cov_7.643126_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A111_length_5693_cov_6.918447_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A551_length_2848_cov_6.818116_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A27_length_2108_cov_8.352536_S13	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B481_length_719_cov_7.552960_S12	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1002_length_708_cov_2.565769_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A9995_length_634_cov_3.676840_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2328_length_584_cov_3.970414_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A136_length_1361_cov_3.371495_S23	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A17_length_3044_cov_4.919784_S13	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A5_length_43915_cov_16.102924_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1881_length_613_cov_4.953358_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A376_length_839_cov_2.713911_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A273_length_1189_cov_9.547662_S36	eukaryotic_virus	Alsuviricetes	Martellivirales	Endornaviridae
NODE_A13987_length_532_cov_3.958242_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2325_length_502_cov_1.216471_S24	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A32_length_5410_cov_14.643728_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A38_length_4587_cov_34.697339_S2	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3217_length_543_cov_2.246781_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A34_length_3592_cov_16.475391_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B7_length_3443_cov_18.106061_S45	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4_length_53535_cov_664.961184_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A52_length_6690_cov_26.360200_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3850_length_520_cov_1.503386_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A490_length_739_cov_2.947130_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A154_length_2126_cov_12.173743_S10	phage	Caudoviricetes	Unclassified	Unclassified
